@relation bd_hotel_bookings_ml-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-last-weka.filters.unsupervised.attribute.NumericToNominal-R2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute hotel {Resort,'City Hotel'}
@attribute is_canceled {0,1}
@attribute lead_time numeric
@attribute arrival_date_year numeric
@attribute arrival_date_month {December,July,March,April,October,November,September,February,August,May,January,June}
@attribute arrival_date_week_number numeric
@attribute arrival_date_day_of_month numeric
@attribute stays_in_weekend_nights numeric
@attribute stays_in_week_nights numeric
@attribute adults numeric
@attribute children numeric
@attribute babies numeric
@attribute meal {BB,SC,HB,Undefined,FB}
@attribute country {BGD,AUS,CAN,SAU,USA,GBR,IND,ARE,SGP,MYS}
@attribute market_segment {Direct,'Online TA','Offline TA/TO',Groups,Corporate,Aviation,Complementary}
@attribute distribution_channel {Direct,TA/TO,Corporate,GDS}
@attribute is_repeated_guest numeric
@attribute previous_cancellations numeric
@attribute previous_bookings_not_canceled numeric
@attribute reserved_room_type {F,A,D,E,G,B,H,C,P}
@attribute booking_changes numeric
@attribute deposit_type {'No Deposit','Non Refund',Refundable}
@attribute days_in_waiting_list numeric
@attribute customer_type {Transient,Transient-Party,Contract,Group}
@attribute adr numeric
@attribute required_car_parking_spaces numeric
@attribute total_of_special_requests numeric
@attribute hotel_location {Sreemangal,Dhaka,Sylhet,Chattogram,Khulna,Coxs_Bazar,Rajshahi,Kuakata,Bandarban}
@attribute payment_method {'Mobile Banking',Cash,Card,'Bank Transfer'}

@data
Resort,0,0.036566,1,April,0.288462,0.633333,0,0.066667,0.018519,0,0,BB,BGD,Groups,Direct,0,0,0,A,0,'No Deposit',0,Transient-Party,0.314334,0.333333,0,Coxs_Bazar,Card
Resort,0,0.054054,1,December,0.942308,0.266667,0,0.033333,0.018519,0,0,BB,AUS,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.09632,0,0.2,Sylhet,Cash
'City Hotel',1,0.060413,0,May,0.346154,0.166667,0.166667,0.1,0.018519,0.333333,0,HB,CAN,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.450818,0,0,Dhaka,'Mobile Banking'
'City Hotel',0,0.254372,1,July,0.519231,0.466667,0.166667,0.166667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.171356,0,0.2,Sylhet,Cash
Resort,0,0.050874,0,October,0.826923,0.866667,0.166667,0.166667,0.018519,0,0,BB,BGD,Direct,Direct,0,0,0,F,0,'No Deposit',0,Transient,0.195948,0.333333,0,Sylhet,Card
Resort,0,0.08903,1,March,0.25,0.933333,0,0.133333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.080928,0.333333,0.2,Kuakata,Card
'City Hotel',1,0.154213,0,October,0.769231,0.133333,0.083333,0.1,0,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.429594,0,0,Dhaka,'Bank Transfer'
Resort,0,0.135135,0,April,0.288462,0.6,0.083333,0.133333,0.018519,0,0,BB,BGD,Direct,Direct,0,0,0,E,0.142857,'No Deposit',0,Transient-Party,0.134199,0,0.2,Bandarban,'Mobile Banking'
'City Hotel',0,0.441971,1,July,0.557692,0.833333,0,0.133333,0.037037,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.224627,0,0.4,Rajshahi,'Bank Transfer'
'City Hotel',1,0.278219,1,August,0.615385,0.3,0,0.133333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.278078,0,0,Sylhet,Cash
'City Hotel',1,0.041335,0,May,0.384615,0.7,0.083333,0.033333,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.342232,0,0,Dhaka,'Bank Transfer'
'City Hotel',1,0.572337,1,October,0.788462,0.366667,0.083333,0.033333,0.018519,0,0,BB,USA,Groups,TA/TO,0,0.038462,0,A,0,'Non Refund',0,Contract,0.189755,0,0,Dhaka,'Mobile Banking'
Resort,1,0.600954,0,November,0.846154,0,0,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.17785,0,0,Coxs_Bazar,'Mobile Banking'
'City Hotel',0,0.050874,0,January,0.076923,0.766667,0.166667,0.033333,0.018519,0,0,BB,BGD,Corporate,Corporate,0,0,0,A,0.071429,'No Deposit',0.038363,Transient-Party,0.190596,0,0,Dhaka,'Mobile Banking'
Resort,0,0.262321,0,December,1,0.966667,0,0.133333,0,0,0,Undefined,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0.31202,Transient-Party,0.037578,0,0,Kuakata,Cash
'City Hotel',0,0.006359,0,August,0.653846,0.8,0,0.133333,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.137867,0,0,Chattogram,'Mobile Banking'
'City Hotel',1,0.284579,1,July,0.5,0,0,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.107143,0,0,Khulna,'Mobile Banking'
'City Hotel',0,0.554849,1,October,0.769231,0.1,0.083333,0.166667,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0.414322,Transient-Party,0.316198,0,0,Dhaka,'Bank Transfer'
'City Hotel',0,0.074722,1,February,0.134615,0.566667,0,0.1,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.238456,0,0,Dhaka,Card
'City Hotel',0,0.376789,1,September,0.711538,0.433333,0.083333,0.066667,0,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.219456,0,0,Dhaka,'Mobile Banking'
'City Hotel',0,0.049285,0,September,0.75,0.866667,0,0.033333,0.018519,0,0,BB,GBR,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.310005,0,0,Dhaka,Cash
'City Hotel',0,0.251192,1,July,0.5,0,0.083333,0.066667,0.018519,0.666667,0,BB,BGD,'Online TA',TA/TO,0,0,0,F,0,'No Deposit',0,Transient,0.445587,0,0.2,Dhaka,'Mobile Banking'
'City Hotel',0,0.039746,1,December,0.961538,0.4,0,0.133333,0,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.227273,0,0.2,Dhaka,Card
'City Hotel',0,0.613672,1,October,0.826923,0.733333,0.166667,0,0.018519,0,0,HB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.324194,0,0.2,Dhaka,'Mobile Banking'
Resort,0,0.015898,1,September,0.711538,0.4,0,0.066667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.200517,0,0,Kuakata,Card
'City Hotel',0,0.120827,0,March,0.230769,0.633333,0.166667,0.1,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0.071429,'No Deposit',0,Transient,0.349206,0,0.2,Dhaka,'Mobile Banking'
'City Hotel',0,0.066773,0,April,0.288462,0.666667,0.083333,0.066667,0.018519,0,0,BB,IND,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.370611,0,0.4,Sylhet,Cash
Resort,1,0.333863,0,August,0.653846,0.7,0.25,0.266667,0.018519,0,0,HB,BGD,'Online TA',TA/TO,0,0,0,E,0,'No Deposit',0,Transient,0.327201,0,0.4,Kuakata,'Mobile Banking'
'City Hotel',0,0.006359,1,June,0.5,0.833333,0.166667,0,0,0,0,SC,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.307419,0,0.2,Dhaka,'Mobile Banking'
'City Hotel',0,0.052464,0,May,0.423077,0.933333,0.166667,0.033333,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.218855,0,0,Sylhet,'Bank Transfer'
'City Hotel',0,0.011129,1,December,0.961538,0.533333,0.083333,0.033333,0.018519,0,0,SC,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.14893,0,0.2,Sylhet,Cash
'City Hotel',0,0.033386,1,December,0.961538,0.533333,0,0.066667,0,0,0,BB,BGD,Corporate,Corporate,0,0,0,A,0,'No Deposit',0,Transient-Party,0.225228,0,0,Dhaka,Card
'City Hotel',1,0.254372,0,December,1,0.966667,0,0.1,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0.283887,Transient-Party,0.172258,0,0,Dhaka,'Bank Transfer'
Resort,0,0.044515,1,May,0.384615,0.6,0.166667,0.166667,0.037037,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.151094,0,0.4,Kuakata,'Mobile Banking'
'City Hotel',1,0.435612,0,July,0.538462,0.566667,0.166667,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0.038462,0,A,0,'No Deposit',0,Transient-Party,0.171958,0,0,Dhaka,Card
'City Hotel',1,0.246423,1,July,0.538462,0.533333,0.083333,0.033333,0.018519,0,0,SC,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.234728,0,0.2,Dhaka,'Bank Transfer'
Resort,1,0.076312,0,September,0.75,0.966667,0.166667,0.1,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,E,0,'No Deposit',0,Transient,0.252766,0,0,Coxs_Bazar,Card
Resort,0,0.039746,1,January,0.038462,0.433333,0,0.066667,0.018519,0.666667,0,BB,BGD,'Online TA',TA/TO,0,0,0,G,0,'No Deposit',0,Transient,0.178151,0,0.2,Sreemangal,'Mobile Banking'
Resort,0,0.244833,0,July,0.538462,0.333333,0.083333,0.066667,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.084656,0,0,Kuakata,Cash
'City Hotel',1,0.00159,1,December,1,0.933333,0,0.133333,0.018519,0,0.111111,BB,CAN,Groups,TA/TO,0,0,0,B,0.142857,'No Deposit',0,Transient,0.127826,0,0.4,Chattogram,'Mobile Banking'
'City Hotel',1,0.578696,1,October,0.788462,0.5,0,0.066667,0.018519,0,0,HB,BGD,'Offline TA/TO',TA/TO,0,0.038462,0,A,0,'Non Refund',0,Transient-Party,0.249218,0,0,Sylhet,'Mobile Banking'
'City Hotel',0,0.028617,0,December,0.961538,0.333333,0.083333,0,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.260762,0,0,Dhaka,Cash
'City Hotel',1,0.033386,0,January,0,0.033333,0.083333,0.1,0.018519,0,0,BB,CAN,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.178992,0,0.4,Chattogram,'Mobile Banking'
'City Hotel',1,0.023847,0,February,0.115385,0.533333,0,0.066667,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.27892,0,0,Dhaka,'Mobile Banking'
'City Hotel',0,0.034976,1,March,0.192308,0.5,0.166667,0.166667,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.204846,0,0.2,Dhaka,'Mobile Banking'
Resort,1,0.127186,1,August,0.634615,0.833333,0.166667,0.066667,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,D,0,'No Deposit',0,Contract,0.229257,0,0.2,Kuakata,'Mobile Banking'
'City Hotel',1,0.039746,0,December,0.942308,0.233333,0,0.066667,0,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0.038462,0,A,0,'Non Refund',0,Transient,0.275313,0,0,Dhaka,Card
Resort,0,0.260731,0,November,0.865385,0.266667,0.166667,0.166667,0.018519,0,0,HB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.131975,0.333333,0,Sylhet,Cash
'City Hotel',0,0.109698,1,May,0.365385,0.433333,0.166667,0.033333,0.037037,0,0,BB,IND,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.357383,0,0.2,Sylhet,Card
Resort,0,0.004769,0,May,0.384615,0.633333,0,0.066667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.162698,0,0,Sylhet,Card
Resort,1,0.327504,1,March,0.230769,0.666667,0.166667,0.166667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.07684,0,0.2,Sylhet,'Mobile Banking'
'City Hotel',1,0.249603,0,May,0.326923,0,0.083333,0.1,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.314153,0,0,Chattogram,'Mobile Banking'
'City Hotel',0,0.047695,0,May,0.384615,0.666667,0.166667,0.066667,0.018519,0.333333,0,BB,SAU,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.361532,0,0,Dhaka,'Bank Transfer'
'City Hotel',0,0.00159,0,May,0.346154,0.266667,0,0.033333,0,0,0,SC,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.246092,0,0,Dhaka,Card
Resort,0,0.050874,1,April,0.307692,0.6,0.166667,0.166667,0.018519,0,0,HB,BGD,Groups,Direct,0,0,0,D,0,'No Deposit',0,Transient-Party,0.160233,0,0,Coxs_Bazar,'Mobile Banking'
Resort,0,0.084261,1,June,0.442308,0.2,0,0.066667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.418591,0,0.2,Coxs_Bazar,'Bank Transfer'
Resort,1,0.391097,0,September,0.673077,0.133333,0.166667,0.166667,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0.038462,0,A,0,'No Deposit',0,Transient-Party,0.185967,0,0,Coxs_Bazar,'Mobile Banking'
'City Hotel',1,0.483307,1,November,0.846154,0.066667,0,0.1,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.157828,0,0,Sylhet,Card
'City Hotel',0,0.201908,0,July,0.557692,0.8,0,0.1,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.254269,0,0,Dhaka,'Mobile Banking'
Resort,0,0,1,January,0.038462,0.533333,0,0.033333,0,0,0,BB,BGD,Direct,Direct,1,0,0.017857,A,0,'No Deposit',0,Transient,0.152537,0,0,Coxs_Bazar,Card
'City Hotel',1,0.17965,0,September,0.692308,0.2,0.083333,0.133333,0.018519,0,0,BB,AUS,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.309584,0,0,Dhaka,'Mobile Banking'
'City Hotel',0,0.432432,1,July,0.519231,0.366667,0,0.1,0.018519,0.666667,0,BB,BGD,'Online TA',TA/TO,0,0,0,F,0.214286,'No Deposit',0,Transient-Party,0.407949,0,0.4,Dhaka,Card
'City Hotel',1,0.017488,1,November,0.846154,0.133333,0,0.033333,0.018519,0.333333,0,BB,AUS,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.27862,0,0.2,Chattogram,Cash
'City Hotel',1,0.155803,0,November,0.903846,0.733333,0.083333,0.066667,0,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.106061,0,0,Chattogram,Card
'City Hotel',1,0.464229,1,August,0.596154,0.133333,0,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0.038462,0,A,0,'Non Refund',0,Transient-Party,0.140091,0,0,Sylhet,'Mobile Banking'
'City Hotel',0,0.025437,1,December,0.942308,0.1,0.166667,0,0.018519,0.333333,0,BB,USA,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.188011,0,0.2,Chattogram,'Mobile Banking'
'City Hotel',0,0.111288,1,April,0.307692,0.7,0.166667,0.066667,0.018519,0,0,BB,USA,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.246332,0,0,Dhaka,Cash
Resort,1,0.077901,1,July,0.557692,0.633333,0.25,0.2,0.018519,0,0,FB,BGD,'Offline TA/TO',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.240861,0,0,Sreemangal,'Bank Transfer'
'City Hotel',1,0.602544,1,October,0.826923,1,0.083333,0.033333,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0.038462,0,A,0,'Non Refund',0,Transient,0.155664,0,0,Dhaka,'Mobile Banking'
Resort,1,0.459459,0,July,0.557692,0.8,0,0.133333,0.018519,0.333333,0,BB,USA,'Online TA',TA/TO,0,0,0,E,0,'No Deposit',0,Transient,0.408309,0,0,Coxs_Bazar,'Mobile Banking'
Resort,1,0.171701,1,April,0.326923,0.933333,0.166667,0.066667,0.018519,0,0,HB,BGD,Groups,TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.235991,0,0,Coxs_Bazar,Card
Resort,0,0.203498,0,December,0.942308,0.233333,0,0.1,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.044733,0,0.4,Kuakata,Cash
Resort,0,0.028617,1,April,0.269231,0.266667,0.166667,0.1,0,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Contract,0.115801,0,0,Coxs_Bazar,'Bank Transfer'
Resort,1,0.073132,1,August,0.596154,0.366667,0.166667,0.166667,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.499579,0,0,Coxs_Bazar,Card
'City Hotel',0,0.006359,1,August,0.615385,0.333333,0,0.166667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Contract,0.23539,0,0.4,Dhaka,'Mobile Banking'
'City Hotel',1,0.527822,1,April,0.288462,0.7,0.083333,0.033333,0.018519,0.333333,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.309704,0,0,Dhaka,Cash
'City Hotel',0,0.044515,1,February,0.115385,0.4,0.083333,0.066667,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.1636,0,0,Chattogram,Cash
Resort,0,0.00159,1,October,0.788462,0.4,0,0.033333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0.071429,'No Deposit',0,Transient,0.232864,0,0.2,Coxs_Bazar,'Mobile Banking'
'City Hotel',0,0.084261,1,October,0.769231,0.266667,0.083333,0.066667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Contract,0.25469,0,0,Dhaka,Card
Resort,1,0.413355,0,December,0.980769,0.633333,0.333333,0.3,0,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.158069,0,0.2,Coxs_Bazar,'Mobile Banking'
Resort,0,0.263911,1,August,0.653846,0.866667,0.166667,0.066667,0,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.201118,0,0,Sylhet,'Mobile Banking'
'City Hotel',0,0.120827,0,July,0.538462,0.5,0.166667,0.1,0.018519,0,0,BB,BGD,Direct,Direct,0,0,0,A,0,'No Deposit',0,Transient,0.287939,0,0,Dhaka,Cash
'City Hotel',0,0.00159,1,August,0.615385,0.266667,0.083333,0,0.018519,0.666667,0,BB,BGD,'Online TA',TA/TO,0,0,0,F,0,'No Deposit',0,Transient,0.376924,0,0.4,Dhaka,'Mobile Banking'
'City Hotel',0,0.27345,0,April,0.269231,0.4,0,0.1,0.018519,0.333333,0,BB,GBR,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.389009,0,0.4,Dhaka,Cash
'City Hotel',0,0.00318,1,March,0.230769,0.633333,0.166667,0.133333,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.141114,0,0,Khulna,'Mobile Banking'
Resort,0,0.006359,1,June,0.423077,0.166667,0,0.1,0,0,0,BB,BGD,'Offline TA/TO',TA/TO,1,0,0.053571,A,0,'No Deposit',0,Transient,0.18759,0,0.4,Bandarban,'Mobile Banking'
'City Hotel',0,0.278219,1,August,0.653846,1,0.083333,0.1,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0.071429,'No Deposit',0,Transient,0.178992,0,0.4,Chattogram,Card
'City Hotel',1,0.154213,0,October,0.769231,0.133333,0.083333,0.1,0,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.338865,0,0,Dhaka,'Mobile Banking'
Resort,0,0.00318,1,October,0.769231,0.266667,0,0.033333,0,0,0,BB,BGD,Groups,Corporate,0,0,0.017857,A,0,'No Deposit',0,Transient,0.079305,0,0,Bandarban,Card
Resort,0,0.012719,0,July,0.519231,0.2,0,0.133333,0.037037,0.666667,0,BB,BGD,'Online TA',TA/TO,0,0,0,H,0.142857,'No Deposit',0,Transient,0.391053,0,0.2,Sreemangal,'Mobile Banking'
Resort,1,0.744038,1,May,0.365385,0.366667,0,0.066667,0.018519,0,0,HB,BGD,Groups,TA/TO,0,0.038462,0,A,0,'No Deposit',0,Transient-Party,0.104317,0,0,Kuakata,Cash
Resort,0,0.057234,1,June,0.442308,0.266667,0,0.1,0.018519,0.333333,0,BB,BGD,'Online TA',TA/TO,0,0,0,F,0,'No Deposit',0,Transient,0.470479,0.333333,0.2,Coxs_Bazar,'Bank Transfer'
'City Hotel',1,0.416534,0,November,0.865385,0.266667,0.083333,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0.038462,0,A,0,'Non Refund',0,Transient,0.234187,0,0,Dhaka,'Mobile Banking'
'City Hotel',1,0.144674,1,March,0.211538,0.566667,0,0.066667,0,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'Non Refund',0.051151,Transient,0.188552,0,0,Dhaka,'Mobile Banking'
'City Hotel',0,0.079491,1,April,0.288462,0.366667,0,0.1,0.018519,0.333333,0,HB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.270743,0,0.4,Rajshahi,Cash
'City Hotel',0,0.050874,1,October,0.807692,0.7,0.166667,0.166667,0.018519,0,0,BB,BGD,Direct,Direct,0,0,0,A,0,'No Deposit',0,Transient,0.339045,0,0.4,Dhaka,'Mobile Banking'
